userid	itemid_history	pos_target_index	itemid_candidate
1171425	[732927, 550465, 328496, 709977, 779211]	1	[31496, 516588, 317573, 456506, 511437]
525079	[1053373, 652233, 1060513, 218261, 16225]	0	[177077, 264067, 1036615, 1059026, 757475]
1097338	[516498, 216469, 900240, 516993, 1057685]	3	[1094442, 681, 607725, 578721, 939599]
1235517	[815857, 349820, 565890, 188362, 430390]	4	[774648, 1037692, 494872, 1739, 277628]
1434186	[246306, 1088803, 1094348, 180401, 1078026]	1	[460789, 919384, 794153, 335325, 909950]
584169	[168302, 474324, 29704, 263755, 852938]	1	[254426, 29711, 694667, 179278, 212181]
656893	[250099, 489490, 407928, 521340, 1059851]	2	[130816, 639227, 300699, 1075531, 642706]
820663	[564162, 644193, 458151, 771783, 1064708]	1	[812550, 516960, 1115118, 798626, 1056489]
143852	[17474, 180401, 1094348, 10312, 130364]	2	[151514, 906229, 246306, 212574, 677285]
991938	[608947, 803853, 246499, 919384, 15522]	3	[779745, 605575, 1029851, 246235, 328496]
869844	[778364, 1107293, 694667, 686804, 110944]	2	[529397, 522072, 200635, 597857, 819545]
411894	[503608, 44853, 864146, 448641, 237549]	2	[449358, 86292, 338846, 629253, 491911]
978957	[464292, 177077, 677285, 1062109, 511687]	3	[631293, 263082, 576005, 173049, 486847]
163789	[217597, 801571, 376678, 780209, 919522]	4	[450, 600058, 886822, 375589, 585469]
1193573	[1094348, 246597, 246306, 246235, 810885]	0	[187358, 164753, 247090, 611816, 1087879]
1252214	[387060, 778364, 343355, 686208, 1100153]	0	[277724, 550467, 1001363, 314069, 331212]
680101	[1069131, 701195, 542850, 614026, 558450]	0	[254939, 220675, 215588, 529923, 142784]
708000	[1089868, 251002, 486876, 40910, 863666]	0	[546505, 631466, 308551, 998017, 811927]
805483	[520751, 864721, 600625, 300648, 600728]	0	[74110, 890874, 580332, 246306, 820903]
788249	[411290, 815857, 188362, 349820, 74235]	0	[430390, 921557, 600366, 43196, 247090]
1172276	[934248, 178952, 553296, 700867, 330320]	3	[312788, 642706, 1045659, 391770, 862296]
1240440	[1029168, 220789, 67604, 820898, 1098216]	2	[44922, 489490, 820946, 1090965, 1055776]
564693	[900089, 13452, 896151, 169, 849875]	2	[1070792, 8667, 335327, 332623, 215413]
877753	[16225, 1060513, 802901, 286408, 1062109]	0	[218261, 287179, 520659, 771733, 842306]
268777	[217553, 376678, 789565, 217628, 1057545]	1	[15520, 919522, 768508, 221093, 246555]
746330	[842306, 503760, 149294, 865587, 300901]	2	[1103262, 564162, 780922, 551465, 455850]
1000482	[234872, 180401, 1090965, 187358, 1043894]	2	[25827, 435097, 246235, 700868, 509492]
206878	[750769, 869398, 951756, 337118, 37338]	4	[216701, 967616, 715, 809666, 217760]
627185	[820898, 505111, 820946, 600644, 900470]	1	[886911, 757475, 351425, 193031, 220490]
341555	[220302, 820396, 583939, 560486, 282716]	3	[1171, 1037692, 61981, 198972, 468908]
77480	[33004, 482486, 1115794, 234841, 242605]	3	[846116, 634991, 439241, 602032, 547245]
1454970	[378669, 843123, 543622, 920093, 372747]	0	[106553, 520678, 91846, 790368, 757463]
771988	[16225, 177077, 511687, 802901, 1103912]	0	[654217, 547152, 900302, 408615, 630993]
232149	[246599, 919384, 65413, 514116, 460224]	4	[212667, 930024, 15520, 317490, 180401]
888449	[300427, 684720, 455850, 901871, 466280]	0	[639688, 600626, 816814, 219923, 1053578]
759258	[953844, 1025272, 747499, 575876, 430280]	0	[472197, 900470, 864520, 930024, 464274]
276301	[282316, 396326, 812531, 584241, 1034067]	1	[529923, 512686, 196188, 884053, 762663]
867594	[277204, 546505, 649877, 568234, 212574]	4	[219923, 1054196, 1114590, 217709, 850337]
552608	[565974, 81159, 511687, 652233, 802901]	1	[1055350, 1060513, 755151, 453107, 24960]
619986	[666835, 1055835, 596804, 768139, 313525]	2	[716, 267951, 1055901, 1057545, 24666]
334559	[952876, 630239, 30448, 630252, 906225]	4	[1100153, 764118, 862296, 1008634, 223992]
1158591	[675598, 731241, 846109, 1074188, 810885]	3	[1103912, 910542, 439411, 15522, 335414]
1101966	[764432, 185112, 597749, 519223, 210438]	2	[597857, 979062, 1058329, 626380, 14863]
283312	[314425, 237778, 710187, 811915, 812528]	4	[237890, 338167, 331982, 961987, 1054653]
1126717	[490181, 297726, 68387, 879949, 741491]	3	[681, 1101709, 700867, 775048, 947622]
1018679	[253486, 509713, 788037, 146265, 545600]	4	[1105835, 812559, 816483, 780186, 307780]
950271	[811958, 327307, 148906, 490211, 644852]	3	[515255, 811977, 587274, 849603, 491903]
528044	[812528, 176191, 584241, 1054653, 255602]	3	[192686, 900508, 846247, 919389, 1106755]
732201	[455336, 550065, 1061262, 819540, 249544]	0	[410253, 1045659, 1059787, 487957, 811914]
1191893	[26623, 878435, 244976, 812431, 708802]	1	[15520, 740113, 212244, 639690, 820898]
1041589	[134765, 794976, 1041394, 1061262, 519694]	1	[681368, 741493, 434528, 216242, 775679]
221558	[300445, 490412, 813176, 837762, 476960]	1	[264227, 491886, 371026, 1115793, 1053373]
1320052	[949959, 975380, 1059686, 460, 550]	4	[157191, 277724, 575876, 512733, 220302]
432683	[627760, 939599, 228322, 1103350, 582110]	3	[185113, 81013, 286321, 872587, 880231]
988159	[837446, 95535, 636190, 26102, 23302]	1	[31350, 550180, 300614, 887338, 323567]
187671	[864146, 802, 512239, 578049, 807]	4	[2262, 562733, 108205, 930024, 237549]
458092	[920065, 343355, 1100153, 433880, 277724]	1	[1061408, 459812, 1082582, 585469, 138900]
62152	[516251, 922894, 626380, 863441, 854965]	0	[1056584, 753629, 168684, 35090, 133857]
1464405	[465067, 811760, 386184, 151832, 567966]	4	[247250, 637226, 449358, 947622, 74110]
149064	[634845, 317490, 1074108, 14863, 246499]	1	[587274, 10312, 333874, 1029168, 216509]
440478	[39053, 441773, 882072, 349882, 1103355]	3	[811972, 515310, 212168, 864035, 456347]
998083	[180401, 1088803, 15522, 1044821, 634845]	3	[510968, 886133, 911855, 731241, 886911]
39875	[512686, 512682, 811921, 237778, 272504]	1	[600212, 43196, 843429, 302470, 490181]
839365	[61815, 68387, 211775, 879949, 1102992]	4	[1061156, 504661, 1053272, 587, 818999]
685315	[433880, 686804, 686208, 1069130, 466156]	4	[917827, 333874, 480092, 519708, 1078257]
1222613	[144635, 516251, 922943, 547886, 516357]	4	[251060, 215046, 613844, 803154, 626380]
1161007	[317573, 883290, 809747, 1042802, 314069]	1	[750704, 748136, 300648, 172449, 300850]
1108471	[1094348, 209532, 1036760, 276033, 616523]	2	[37337, 896327, 180401, 211775, 1046618]
1248656	[465067, 622946, 64014, 1106523, 980367]	2	[616962, 771770, 584459, 900341, 753631]
1247328	[458151, 846871, 212233, 564162, 846883]	3	[816453, 802056, 262740, 547190, 583171]
1026394	[522256, 317490, 473786, 276033, 234872]	3	[812590, 192686, 900508, 547649, 216570]
798945	[1078257, 188681, 694667, 1100153, 433880]	1	[281442, 1069130, 164252, 460762, 811923]
146954	[602032, 1115794, 242605, 327992, 234841]	0	[182108, 1101307, 276033, 1057685, 200635]
928545	[522256, 187358, 843429, 563184, 130364]	3	[1055350, 1051680, 515420, 1090965, 337119]
1378443	[546505, 276137, 251002, 1089868, 649877]	4	[644193, 212093, 173659, 465067, 863666]
638205	[212107, 81654, 503608, 315191, 807]	3	[562451, 568048, 817727, 802, 796972]
1427036	[1056999, 574973, 543658, 1043592, 543622]	2	[187750, 225225, 843123, 850643, 246872]
563866	[859712, 458710, 614026, 254939, 558450]	0	[34984, 600691, 193031, 686210, 142784]
1319319	[277628, 188362, 455348, 430390, 957464]	4	[1007570, 747148, 616962, 900463, 815857]
165669	[39412, 1032351, 863547, 597857, 8315]	3	[874933, 450, 381969, 1050685, 547360]
691095	[934248, 906238, 391770, 553296, 798626]	4	[622964, 874549, 692525, 1098943, 215490]
1111419	[354231, 460762, 442087, 198720, 607725]	2	[381969, 67992, 799051, 300712, 764432]
779505	[1078053, 547649, 246235, 696406, 276033]	3	[652233, 778364, 910927, 17474, 582076]
599105	[811946, 300809, 237549, 850288, 802]	3	[1056757, 1103262, 639227, 180741, 300901]
819432	[563184, 1094348, 1074108, 1039288, 10312]	0	[246306, 780606, 149294, 177077, 452458]
1013460	[821010, 521340, 260151, 900786, 1059863]	2	[916657, 491886, 178350, 220789, 846691]
572976	[255602, 214948, 175442, 811921, 512682]	3	[242605, 328403, 564796, 396326, 919090]
784386	[516993, 1057696, 311420, 516498, 216469]	4	[286321, 11692, 253214, 1039262, 578721]
1277523	[450, 600548, 900341, 975380, 198972]	3	[880749, 434309, 464292, 947677, 775381]
823862	[246499, 451071, 846116, 803853, 810885]	1	[460762, 246599, 491760, 792676, 328408]
260126	[600452, 878433, 26623, 822171, 740113]	0	[244976, 934248, 586513, 859712, 597857]
214074	[482495, 185112, 456347, 210438, 1058329]	4	[1020394, 332623, 1041638, 481, 509970]
228362	[675598, 846247, 1078053, 919384, 616523]	0	[246306, 333399, 1105835, 584459, 461895]
675077	[165147, 812123, 900452, 1059767, 388754]	2	[778939, 584241, 300628, 753631, 815806]
258877	[626718, 331435, 922894, 547886, 1044028]	2	[970550, 344790, 979478, 300549, 1057685]
1235960	[852994, 209212, 597857, 788041, 26102]	2	[859845, 400532, 550180, 1051680, 578049]
1386779	[261263, 293945, 716, 705333, 954509]	0	[553327, 1078026, 64620, 212107, 931352]
893233	[820816, 1059714, 220712, 157903, 866769]	3	[873478, 900470, 225029, 1101692, 133857]
1153914	[1101305, 567530, 1051714, 1098216, 300648]	3	[333874, 922894, 491965, 67604, 586513]
794438	[14863, 1074108, 451071, 468908, 15520]	1	[312176, 771770, 300527, 886822, 263942]
902736	[852994, 805616, 67025, 209212, 1050685]	1	[1004194, 300778, 751655, 492316, 192686]
263703	[809747, 616263, 263755, 1075646, 758535]	1	[378669, 1051174, 2327, 525356, 24591]
60566	[24666, 579377, 83830, 515255, 815290]	2	[768139, 81144, 287179, 520751, 75639]
491501	[498800, 333399, 203472, 886133, 1061158]	0	[881717, 1115118, 747486, 253486, 35262]
1395433	[734801, 512261, 812559, 312176, 758085]	1	[456348, 212168, 343293, 664803, 846227]
862724	[11160, 430280, 780304, 564150, 1025272]	2	[731241, 600442, 575876, 158430, 584057]
1210790	[23302, 864447, 1032351, 209212, 863547]	3	[910545, 916686, 909950, 67025, 250099]
1206619	[1103350, 582110, 11892, 872587, 314248]	3	[481, 283950, 764432, 481205, 515829]
751259	[1091035, 543658, 1043592, 250919, 464292]	4	[491965, 584165, 283111, 1037692, 24591]
997208	[26815, 611816, 27726, 180046, 631293]	2	[638922, 248342, 809501, 330282, 476026]
727205	[639227, 515310, 918899, 44853, 802]	2	[1061256, 214934, 180741, 1062546, 212033]
1141519	[506217, 300527, 198972, 534768, 900341]	0	[600548, 300712, 195570, 802060, 753248]
1223143	[237778, 1032353, 782692, 314425, 272504]	3	[597114, 741664, 522858, 233756, 1053272]
1049415	[877696, 212149, 812001, 99826, 35090]	0	[997576, 136927, 1051174, 476960, 567542]
1411975	[574973, 1043592, 843123, 1044037, 378669]	2	[481, 887338, 460789, 255602, 246602]
76044	[514116, 460224, 246613, 1044821, 246235]	1	[1039262, 919384, 550065, 952052, 1044731]
1206514	[284579, 134765, 485531, 741493, 614010]	0	[495160, 634556, 886822, 905761, 44853]
1366949	[458146, 578049, 850288, 864146, 44853]	3	[578527, 212149, 506200, 807, 464287]
863767	[465067, 887337, 622946, 151832, 657326]	0	[1062685, 328496, 1009930, 522072, 751657]
1280536	[176516, 776438, 564099, 861424, 474324]	3	[674322, 1113991, 216469, 758535, 541652]
1355811	[187750, 900470, 67604, 959949, 794280]	1	[469817, 820945, 877885, 631626, 639756]
1359818	[622964, 877885, 37237, 578527, 744060]	3	[261263, 168247, 308531, 1105947, 771770]
1065457	[490181, 818999, 886911, 819004, 469817]	4	[1008634, 802901, 62246, 573110, 1022919]
707296	[811946, 237549, 458146, 503608, 212107]	2	[307034, 277628, 807, 334488, 547190]
1185277	[578049, 300809, 515310, 212107, 597821]	0	[503608, 489745, 980804, 1030222, 296632]
1468799	[812530, 889499, 811921, 212093, 782692]	3	[300712, 578721, 315352, 710187, 807810]
1396914	[24666, 336125, 345660, 151828, 582682]	4	[1029851, 900302, 565974, 64620, 887336]
107448	[844, 601126, 212155, 600911, 734801]	0	[216262, 710320, 600651, 598924, 190458]
397779	[221989, 1004194, 520678, 300527, 578862]	0	[1059360, 455850, 317428, 960293, 931953]
1139033	[812001, 910303, 1050715, 877696, 44855]	1	[515420, 276785, 176191, 300018, 586989]
378323	[164753, 68387, 879949, 297726, 741492]	1	[300745, 1036032, 608947, 634146, 486876]
174153	[811921, 584241, 396326, 1054653, 812528]	0	[1053248, 686228, 235019, 447919, 919285]
679717	[212574, 863666, 277204, 639756, 809746]	0	[40910, 258192, 85291, 287179, 307568]
1274313	[1093367, 192686, 179009, 42838, 808643]	1	[919389, 576005, 864035, 187552, 567966]
958679	[811914, 919389, 812529, 601021, 1032353]	1	[715, 43196, 731241, 181017, 282204]
917998	[1055885, 2224, 403884, 632017, 797649]	4	[809747, 820816, 220789, 850643, 860496]
191224	[411090, 338167, 328408, 233756, 362522]	0	[601021, 472197, 33004, 1088282, 919389]
383051	[639756, 486876, 1098943, 863666, 546505]	4	[44855, 15592, 616523, 266780, 1089868]
544533	[519694, 1061262, 219291, 308620, 393245]	0	[900797, 910927, 1030429, 519229, 1032361]
66717	[92297, 512261, 261441, 670320, 439411]	2	[1103262, 638223, 300882, 1037622, 506]
1057535	[506865, 1077937, 498800, 62246, 317343]	0	[34975, 13927, 900447, 449358, 83830]
1130647	[264067, 710187, 755151, 812530, 932584]	4	[1008634, 273258, 216215, 269599, 212089]
198051	[209212, 67025, 636190, 837446, 95535]	1	[798992, 8315, 681, 811927, 562915]
290633	[975389, 300196, 975743, 206, 561355]	0	[877343, 771770, 850288, 1032353, 514116]
158528	[626380, 854965, 446185, 547886, 144635]	1	[529397, 1070792, 300213, 817354, 784863]
669332	[246498, 771770, 10312, 451071, 504661]	0	[149195, 185107, 456464, 550180, 230016]
1425240	[330241, 607662, 906225, 30448, 1086009]	2	[510968, 959551, 906229, 476960, 1055350]
446172	[1053272, 280705, 434309, 23302, 886039]	2	[875393, 809208, 95535, 547886, 1105710]
1011598	[246602, 486876, 809746, 850337, 846187]	0	[1078047, 230016, 203040, 1086009, 17547]
1258075	[1100942, 809666, 779211, 550465, 324577]	1	[741492, 732927, 22879, 251060, 884686]
1362627	[381426, 1038468, 739798, 510970, 741469]	1	[862244, 565982, 1062860, 741491, 191591]
659279	[245535, 516883, 8374, 212244, 266780]	0	[651618, 789311, 225489, 877393, 1107395]
1215003	[1062685, 193031, 64014, 980367, 657326]	3	[338456, 463233, 510968, 887337, 636190]
1181619	[189599, 451377, 1077937, 463233, 506865]	0	[154401, 461895, 212233, 331037, 629604]
301585	[482486, 1115794, 234841, 602032, 342886]	0	[1062817, 565982, 278641, 456571, 952052]
1069212	[263714, 216215, 564154, 164252, 216509]	4	[1101692, 622827, 158317, 1026004, 216575]
362540	[863649, 103076, 300213, 553327, 293945]	2	[703625, 448577, 716, 882344, 573110]
851253	[234872, 246613, 451071, 459806, 1036760]	2	[169962, 564, 246306, 967584, 67992]
1205985	[388753, 900355, 844543, 900349, 510]	1	[608436, 1105151, 747499, 342886, 7187]
636614	[846883, 212233, 516885, 547190, 771783]	1	[583917, 816814, 498800, 922943, 515830]
1070804	[561710, 815257, 217760, 750769, 869398]	3	[825146, 951925, 1075531, 961039, 626380]
1210942	[746535, 169, 587274, 849875, 816257]	2	[24457, 600626, 282616, 277724, 300614]
986862	[246235, 130364, 522256, 843429, 563184]	0	[276033, 818999, 331982, 286408, 14863]
165806	[812529, 782692, 683926, 551465, 959911]	4	[796478, 852994, 520735, 2168, 176191]
1162833	[388754, 1059767, 911880, 220743, 1104502]	4	[330282, 861961, 515829, 960293, 900409]
847519	[878452, 677285, 1103912, 900299, 210814]	4	[388754, 439411, 489745, 780606, 784863]
1139689	[176353, 258192, 810170, 1100942, 550465]	1	[214948, 74235, 509713, 1078047, 191351]
726386	[215490, 553296, 286321, 920526, 951925]	3	[1101305, 1097298, 459812, 370915, 81013]
403789	[1103605, 388754, 812123, 900421, 300628]	4	[951512, 498800, 815290, 574754, 911880]
231280	[900787, 878177, 1105947, 439411, 812559]	4	[33004, 864266, 381969, 1099214, 24457]
773312	[263082, 214934, 1107344, 216242, 338502]	0	[710877, 308551, 456506, 509492, 192686]
292027	[300850, 811956, 811969, 812550, 241896]	0	[634722, 41134, 561630, 251002, 1064822]
955128	[1014189, 276919, 695817, 561197, 916686]	0	[753197, 1007570, 1008188, 446185, 584262]
1425685	[578465, 250919, 595627, 1088282, 214609]	0	[462473, 518440, 864035, 564099, 815290]
816220	[959551, 491903, 625180, 265336, 175818]	3	[625679, 287234, 102687, 491911, 861424]
317177	[393245, 249544, 519694, 485531, 203026]	2	[638223, 843815, 410254, 751656, 464274]
297312	[654217, 565974, 1103912, 802901, 210814]	3	[15520, 212667, 480381, 173049, 567542]
86152	[600452, 524496, 876735, 740113, 708802]	1	[269683, 407, 845735, 220490, 810885]
257960	[864721, 820945, 1101305, 1059787, 820946]	3	[43196, 8667, 709977, 74110, 831484]
770313	[258191, 779211, 165972, 2529, 751642]	1	[1105835, 664803, 879278, 769390, 299060]
266328	[315191, 578049, 515310, 338846, 300809]	3	[1102913, 515830, 942480, 608464, 567966]
1175795	[209532, 1043894, 919384, 731241, 246599]	4	[279889, 638609, 821010, 185289, 514116]
1198594	[864447, 568000, 837446, 1081649, 26102]	1	[922876, 879350, 520735, 699271, 1014189]
1382297	[515214, 875393, 1012934, 1055901, 820229]	3	[255602, 220743, 809502, 942477, 1053373]
274599	[615224, 146265, 14693, 627008, 281442]	1	[764118, 788036, 188362, 165147, 709999]
1083794	[39053, 222798, 1103355, 490430, 613]	4	[171597, 980367, 284510, 269683, 99413]
55459	[327246, 239630, 456571, 450, 198972]	3	[81144, 221989, 846871, 863657, 68387]
1380956	[788041, 597857, 67025, 636190, 863547]	3	[563045, 547152, 212244, 879350, 900456]
929056	[541652, 614010, 661314, 550065, 819540]	1	[686228, 519694, 1086009, 851424, 972209]
1114411	[644193, 516885, 1016093, 1064708, 458151]	3	[751659, 198970, 710320, 846871, 996746]
456330	[1059686, 388753, 520678, 458831, 300527]	3	[868946, 684720, 29784, 220675, 515255]
614573	[8307, 790368, 628493, 700868, 30641]	0	[663174, 794153, 330553, 874933, 206]
67396	[282716, 520678, 239630, 220302, 460]	1	[900302, 925494, 1030429, 149330, 387060]
1011948	[640492, 196603, 862101, 283948, 957]	4	[151828, 692525, 280705, 286321, 600058]
675736	[215280, 909982, 815290, 887336, 151828]	2	[465067, 701195, 287179, 972209, 972209]
838550	[1115794, 484445, 506200, 327992, 225489]	1	[496156, 234841, 433524, 212415, 864520]
586252	[148525, 900631, 300882, 92297, 900787]	1	[744864, 758085, 266780, 300895, 734043]
985258	[300631, 900453, 600726, 884995, 695817]	3	[300640, 1102097, 248109, 916686, 1115625]
